text,label
RT @AmNotJake: I'm so fucking tired of living I'm not smart I'm not athletic I'm not attractive I'm not talented I just have this fucking tâ¦,Potential Suicide post 
So cut my wrist and black my eyes,Potential Suicide post 
@mikeyway Liking it,Not Suicide post
"@thesouthernstar ochie, kmaren nervous ya pas TU? Kliatan tau, pas aku dtg aku ngeliat ochie lg maen2in tisu sampe tisu'y lecek..",Not Suicide post
Bad habits are more difficult to identify in your work life. #careerinspiration #careergrowth #habits,Not Suicide post
RT @BijinChihiro: 11æ11æ¥ ð¹#BLACKCOVE ðð¬#Family of 80 #dolphins decimated-7 died from stress-48 captured #freedom forever lost-Defenseless #â¦,Potential Suicide post 
I am so sick and tired of being blamed for everything that I am actually waiting for the day I die.,Potential Suicide post 
preparing for death letting things go i just have one last thing to let go of not trying to get people to panic and attempt to save me as if they could just feels good to be real somewhere to share whats going on to wonder if it will make someone else feel less alone perhaps just me ,Potential Suicide post 
"RT @hanniepower: Today, one year ago, I lost a neighbour, and friend, to #suicide. So here is a quote that got me through my worst times. Fâ¦",Potential Suicide post 
morning everyone.,Not Suicide post
I am loving what I just read about #VR. Love it!,Not Suicide post
thanks #Aylesbury #Audi for very quick service in fitting shiny new number plates,Not Suicide post
Living as a hardcore empath is so hard. I'm tired of being nice and putting emotional labor into those who are undeserving,Potential Suicide post 
i want to be a businessman in futer,Not Suicide post
"@Shy_Tide,England,Yeah no i dont want to be here anymore it hurts too much and im struggling too much",Potential Suicide post 
I'm sick and tired of people putting so much energy into shitting on ships but they won't do the same to help a livâ¦ https://t.co/hyFuB3D04a,Potential Suicide post 
"@inspireinspire aw, I am so jealous! ) please, take me with you",Not Suicide post
RT @palestinianho: patient: i hate myself and i want to die,Potential Suicide post 
@earsn my baby is tired now.,Not Suicide post
the time has finally come i am finally ready to end it all after 25 years of a sickening life i am ready to end it all i should have done it earlier but my life was all about coping i ll die with depression and as an involutary celibate thought of resorting to sex work before death but i have no motivation for that i ll die in the city where i was born the bridge is 75 meters tall so it should be enough to kill me if i fall on concrete goodbye meaningless world,Potential Suicide post 
"You take time to think about a date, but I want to take you out tomorrow to look at engagement rings.",Not Suicide post
@PeoplemapsJulie I am looking for the berocca then all will be well,Not Suicide post
@MizFitOnline normal workday for me. I do still have plans/aspirations to submit some info for the miz mag - honest i do.,Not Suicide post
@Shesouldeep yup me too,Not Suicide post
homework ALL day... 2 assignments due by 4:30 (but they're almost done!),Not Suicide post
I do not want all this.,Not Suicide post
"@homerunderbyemo,,Just checked out that Homerun Derby EP, it SLAPS  https://t.co/lrHB1FDz6t",Potential Suicide post 
Became as hot as the persistent days resting heavily on tired flowers,Potential Suicide post 
RT @elsierosehewitt: how much anger must u be carrying to treat a stranger -whoâs life/struggles/battles you know nothing about- so poorly?â¦,Potential Suicide post 
@that_groyper Really tired of everything. It's all just so lame and gay. Nothing serious us ever going to happen anâ¦ https://t.co/swSugXE6ua,Potential Suicide post 
@rq_woodward Lol I love it!!!,Not Suicide post
RT @axelsoup: the false information of hanyu never having to study like any other person as if he didn't have to wake up at 5AM to take entâ¦,Potential Suicide post 
I want money,Not Suicide post
Beans on toast with Simona. Can it get any better ?,Not Suicide post
"@slxmdunk,United Kingdom,@Pamaj what hapens if i dont want to be here anymore?",Potential Suicide post 
there are no perks of being this ugly i deserve an award or something at least if iâm gonna die alone,Potential Suicide post 
still listening to some great music I got yesterday. amber pacific is awesome!!,Not Suicide post
"Ruby, ruby, ruby, ruby!!!: Just taken delivery of my new 'Beginning Ruby' book! Whoop whoop - another languag.. http://tinyurl.com/cd29ar",Not Suicide post
i dont have long left this past month has been the worst 3 weeks ago i went on date with a guy and went to his place afterwards and he tried to force me to go farther than i wanted to go ive been afraid to even hang out with a guy since the next day i was fired from my job i spent the whole rest of that week alone filling out job app which didnt help with my depression the next week i started having some issues went to get tested and found i had gotten gonorrhea from the guy that tried to force me i went to dinner at a friends house and my car ended up getting towed so i owe my mom 150 for that i almost attempted suicide that day last week and i started work last week but will only be getting a partial paycheck because of when i started and i amcurrently 75 for my bank account and behind on my bills so i dont know how much this check is gonna help i just dont have any fight left in me anymore,Potential Suicide post 
"@ninaneverknew: Me too. I want to have an overnight drinking session with friends, and I mean all of 'em! Haha.",Not Suicide post
@sarahstanley hey! doing well - looking forward to meeting up with you and @cultvines in DC!,Not Suicide post
Iâm such a. Disgusting disappointment Iâve gotten visibly fatter my cheeks are puffy and my stomach has actually deâ¦ https://t.co/pzeLi6sSIH,Potential Suicide post 
@Ryankingry You or the picture?! Cus damn both be looking so good! ðð¤©,Potential Suicide post 
"@judyk113 Yeah, we're going to have neither, but it's all good. Hope you do.",Not Suicide post
"""Oh somebody kill me please!",Potential Suicide post 
good morning all,Not Suicide post
"yo i seriously need to stop being so damn clingy to people,,like i'm so bloody annoying i hate myself",Potential Suicide post 
@joyciebo hi cutie welcome to the twitternation,Not Suicide post
Is awesome i do believe you're all jealous. But i sorta dont wanna go to dancing tonight. Someone else drive me?,Not Suicide post
@timelkington dont do it Tim - he will be in your dreams at nite but only if u spend over Ã¯Â¿Â½300 and use the 15% discount he sent last week,Not Suicide post
RT @HelmanDC: I know you think you're sad that the Cowboys don't play today. But any day your team can't lose is an occasion worth celebrate,Not Suicide post
"After looking at the American suicide statistics, I was shocked to see that white men in their 40s-50s lead. Rightâ¦ https://t.co/ZLYTWuxVbQ",Potential Suicide post 
@gfrdtagon also again i hate making a comeback to rp bcs i caused many bad things that shudnt have happened:(:( bubâ¦ https://t.co/eqirspU9fo,Potential Suicide post 
@LadyParadis Thanks. It's certainly better than it was midday yesterday. At one point I was walking around like Kryten from Red Dwarf.,Not Suicide post
happy birthday!,Not Suicide post
Long. Live. Life,Not Suicide post
i ended up in the hospital after suicide attempt and now my heart is messed up they wont let me leave until i am medically stable and then i have to go to psych hospital but i am not sure it will work,Potential Suicide post 
Damn I hate myself,Potential Suicide post 
@gukdaydream so i need to work on this project and people count on me but i do fucking nothing because i think it'sâ¦ https://t.co/3xuJT5Fp0X,Potential Suicide post 
stuck every time i try and kill myself i cant go through with it but i cant keep living feeling this way why cant i just let myself die,Potential Suicide post 
"@seerysm i'm always cheerful when it's sunny at ATL, means I'll get the heck away on time",Not Suicide post
"@bradesposito They want people like me dead. They don't want to help me. If I was in Canada, Israel or Germany I woâ¦ https://t.co/UEfZi9HniT",Potential Suicide post 
@MatthewTurnbull is that me? tony price is on here too as is fab,Not Suicide post
i hate myself so much i want to KILL myself how are yâall?!?! ð¥´ð¥´,Potential Suicide post 
in curand voi fi pe .ro thx to blogway si CNSC,Not Suicide post
Taking son to have his braces taken of Big day in teen age boy's life!,Not Suicide post
"Hello, people on Facebook. Do you like the way I'm spamming all of your newsfeeds with Twitter?",Not Suicide post
@Boddingtons see ya Anastasia!! have a marvellous day,Not Suicide post
i am not sure if it s normal to consider suicide on a normal basis i m an engineer for a larger corporation and lately i ve been thinking what s the point at all ,Potential Suicide post 
@ghostbusterz a friend i knew online from last night finally added me up on his messenger.,Not Suicide post
Tired of living like this,Potential Suicide post 
@chinewinelover ?????,Not Suicide post
goodnight i really want to fucking kill myself,Potential Suicide post 
i hate that iâm not okay. i hate that i fucking want to kill myself but donât bc i donât want to leave my family stâ¦ https://t.co/QKmnrE63Ea,Potential Suicide post 
"RT @Maddierawrk: My brother died from depression. He also frequently exercised, had supportive friends/family, was successful in school &amp; iâ¦",Not Suicide post
@JoannaButler he should tell them that his sister fixed it,Not Suicide post
Isn't it sad that after seeing a firetruck in front of a building my first thought was to look up in case someone wâ¦ https://t.co/Ro8dAw5j0N,Potential Suicide post 
@Jeicky_the_cat @skwi69 Thanks,Not Suicide post
"@saraayk5,,RT @jaemverse: i just dont want to be here anymore",Potential Suicide post 
RT @reckless: I am so jealous of this insane @TaylorLorenz story I want to die https://t.co/6RNqtfKlH5,Potential Suicide post 
I hate myself,Potential Suicide post 
Getting blown out by the worst team in the league while they wearing these is whatâs gonna be in my suicide note https://t.co/pFrF1Iol4a,Potential Suicide post 
I fucking hate my whole family all they do is making me feel fat and I'm so done with feeling bad about my body andâ¦ https://t.co/eXWykCGcrf,Potential Suicide post 
i basically just feel like a prisoner in my own life i just feel like i dont have any strenghth left to get up go outside on a regular basis or finding anything that makes me happy i am just totaly dead inside and fake to be happy,Potential Suicide post 
YaY!! Just found out Amy is having a Girl!! LiL Bonita!! Im so excited..now I can go by little girly things for the babes,Not Suicide post
I want to play with it.,Not Suicide post
Dunno why my phones done me so dirty and made videos of me and my exâs Cos of face recognition with the backgroundâ¦ https://t.co/x6KfbmgBP9,Potential Suicide post 
@MissxMarisa Oh sounds like a top movie Really? I don't know who that is but they should hah.,Not Suicide post
I am constantly amazed by our technology. It makes me wonder. Now check out this rad song! &quot;Tripping&quot; ? http://twt.fm/33023,Not Suicide post
going back to straighten my hair download some nds roms first though,Not Suicide post
@avalanchelynn hello!! g'mrng!! wuzup?!? hows twitterville while i was sleeping? evrythings cool?,Not Suicide post
"wow, im sooo sad i had everything planned out on when i was going to leave home &amp; go to college in denver... and yoâ¦ https://t.co/rXS5MlxBqf",Potential Suicide post 
Oh my god if that Jim Acosta did to that woman was fucking abuse WHAT DO YOU THINK TRUMP HAS DONE TO FUCKING WOMENâ¦ https://t.co/U1eFGgIyuy,Potential Suicide post 
@erickaaa haha awww. i had amazing pizza 2day for much after my photoshoot =D i will take u out hehe..u gonna answer ur fone 2night? xx,Not Suicide post
Tired of living this life,Potential Suicide post 
We were approved for a cute townhome so much closer to work! I'm so excited!,Not Suicide post
tired of waking up. tired of wanting to die. tired of everything.,Potential Suicide post 
i hate feelings at this point i think i am clinging onto life waiting for the right set of circumstances to just let go my feelings keep holding me back i hate them i hate having to feel i hate each and every one of them theres something comforting about the idea of nonexistence something comforting about the idea of nothing i long for it,Potential Suicide post 
at this point i dont even mind the pain i just want out of life,Potential Suicide post 
RT @poemsandthongs: the kinda bad bitch that's ready to die anyday now,Potential Suicide post 
@JennW Thank you!,Not Suicide post
i keep repeating to myself kill yourself kill yourself do it already i am ready to listen to my inner thoughts i have attempted in the past but at the last moment either i live through it just in a hellblaze of pain becoming a even bigger failure or my body stops me my mind screams to do it but sometimes my body just stops me sometimes my body will give up on life and i ll lay there wanting to shed a tear yet i know no one will care so i lay quietly in the darkness for days on end i try to drown out the voices with all i have left music but recently i dont care to listen to all i have to do what has stuck with me for all my life i am ready to listen to the voices i m ready to listen to my inner shouts if only i had easier access to guns my life would be so much harder but i dont instead i have to go out in either a more painfull way i hope others continue to have the will to carry on but sadly i think i lost mine ,Potential Suicide post 
Thanks @unltdworld and @danlehner for the Enternships.com plugs,Not Suicide post
"@edwinksl Stanford Summit 2008 short video http://www.youtube.com/watch?v=YAxcVIJu-XQ . Remebering magical, funtastic,roller coaster ride",Not Suicide post
@_nanu_ just added a little more grist to the mill,Not Suicide post
when that muffin guy said âplease somebody kill meâ I felt that shit,Potential Suicide post 
Liter spent so much money tonight and literally one of the worst nights in a looo g time literally about to straighâ¦ https://t.co/XEgK1zt0Xs,Potential Suicide post 
"@WyattEarpLA Iâm actually tired of this!!! Itâs like living in a home where the troubled, deceitful child always wiâ¦ https://t.co/qsFqOPfqJP",Potential Suicide post 
There was a young man who got tired of staying in this world. They called this the living world but he does not feeâ¦ https://t.co/oGrCQipO0Z,Potential Suicide post 
namjoon: damn i hate myself,Potential Suicide post 
@Raawry Lol good id we should all dress up as twitt bird and listen to twit podcast all night! @apattys thanks,Not Suicide post
#smallbizz #entrepreneur #entrepreneurlifestyle https://t.co/dEHV7DED58,Potential Suicide post 
totally craving chocolate and starbucks...only 4 days left,Not Suicide post
RT @ghoulrunnings: ive said it before and ill say it again...waluigi sucks...he sounds and looks funny and thats it...theres nothing else tâ¦,Potential Suicide post 
Iâm a fucking lunatic when I get angry itâs so terrible I need to work on this so bad before I end up doing somethiâ¦ https://t.co/13FuEpPVue,Potential Suicide post 
i cannot wait for my mum to fucking die all i wait is for her to die then i am going to lie under the train that very day and foolow suiti cannot wait i would kill her to be able to kill myself sooner but we are two in a very intimate relationship in short i can not kill her guns are forbiden in my country i have got only a knife or a brick to do it and so i cant do it it s very bloody and slow method cannot do anything my tonsils stink i hate human stench in all forms except dashas shits i hate my body hate arteries these nose and lips and saliva and eyes and all i hate human body except dashas one i want to fuck and to be with my dasha ,Potential Suicide post 
@JonathanRKnight,Not Suicide post
"There is only One seat at The Church of Jason. My Life; My Choice; My Belief; My artistic expression. Sorry, thereâ¦ https://t.co/cIilCixUQK",Potential Suicide post 
"Feel lucky to work with 2 shining young stars in #Healthcare, honored by @Forbes #30Under30 today ...â¦ https://t.co/dkqUolP2RV",Not Suicide post
@brightlydusted a friend i knew online from last night finally added me up on his messenger.,Not Suicide post
@Abipips So true- nothing induces madness like trying to figure out why ppl do what they do Hope today with yr little one is wonderful x,Not Suicide post
--&gt; @katyperry in June (28) in Portugal!! I don't know... should I go? Or is just another catching song?!?,Not Suicide post
JUST FUCKIN KILL ME,Potential Suicide post 
My workplace gets so much better when good weather strikes. http://tinyurl.com/cp7n6w,Not Suicide post
"Ergo, my dreams would be crushed. What would I do then? Work a dead end job for the rest of my life and let forms oâ¦ https://t.co/QyPIHvQKMK",Potential Suicide post 
@mileycyrus you're up early.... or out late haha,Not Suicide post
@aussie_ali @heidiheartshugs toothpaste??? If you use the whitening stuff the bleach will burn a layer of skin off.,Not Suicide post
damn i really do hate myself,Potential Suicide post 
i am so tired i just want to sleep but i m afraid of what i might dream of i guess its just my own fault i guess that all of my problems are my own fault ive heard thats supposed to make me feel better because it means i can work to get better and change things it only makes me feel worse because i know i wont people wont care if i die i ve asked some at least then i could rest i wouldnt be tired i wouldnt be,Potential Suicide post 
watching Arthur cos I'm way cool,Not Suicide post
he is not tired of everything.,Not Suicide post
@tommcfly i went to starbucks earlier,Not Suicide post
everything is okay but nothing feels okay i ve always been a bit unhappy as a kid too i think although i can t remember much of my childhood i dont want to kill myself but sometimes that thought just comes creeping and it scares me a little a few weeks ago a problem came up it was a financial problem quite fixable but i just couldn t handle it i tied myself a noose and everything i was gonna do it i was all alone in the house with my dog so there was really no one that would be able to stop me i didnt do anything but i felt like i could have done it completely on impulse over a fixable problem leaving behind everything i love and my hopeful future i feel it now too creeping up on me everything should be fine but i cant help the feeling that i should just do it like everything would be easier for everyone if they would just realize how little they need me ,Potential Suicide post 
"@Elianasunshine7,Newfoundland, Canada,RT @animeesay: I want to say ill never be active again. Not quite sure, i dont have any reason to be on here anymore anyways bye everyone tâ¦",Potential Suicide post 
"@cgupi1,,RT @caringcorbyn: i literally cant explain everything so much has happened i dont wanna be here anymore. wtf is even the point. i literallyâ¦",Potential Suicide post 
about to open birthday presents,Not Suicide post
"@spanx Happy Birthday, eat something good",Not Suicide post
the damn 3D movie glasses... I hate myself,Potential Suicide post 
"@MSNBC @NBCNews ""I accepted benefits from a hostile foreign government and conspired with Michael Cohen to violateâ¦ https://t.co/fxJEjOi74P",Potential Suicide post 
Somebody kill the evil version of me please!!,Potential Suicide post 
I feel so lonely,Potential Suicide post 
"@TaniaUncensored tania, i think you should get athene and the rest of the crew on twitter",Not Suicide post
"@JasonStatham1 Greetings Jason. So far, Twitter's great today. Thanks for taking a moment for us. Enjoy your swim. Hugs, Angel",Not Suicide post
When I was in middle school I wanted to be emo don't judge,Potential Suicide post 
"i'm home from school, yay! wasn't that bad actually, and i had a nice dinner with graceeeeee.",Not Suicide post
making some lunch,Not Suicide post
gonna go to school. be back around 4,Not Suicide post
Damn I fucken hate shopping bc then I feel sooooo broke. Like I canât even enjoy myself anymore,Potential Suicide post 
@khalidh nothing before BlogWorld Expo on the schedule at this stage - have netbook will travel tho',Not Suicide post
"@Sannymoorby,,Is it horrible of me that i want to commit #suicide, that i dont want to be here anymore",Potential Suicide post 
if i am not happy by age 25 i think its best that i just die i am 19 years old i have had anxiety my entire life and depression since i was 12 and its gotten worse and worse over the years add misophonia to that and it makes life torture its especially bad now because i dont know what the fucki am doing in life the only reason i have to live is for my friends and family and because i am too scared to die which is ironic because i wish i was dead most of the time or at least i wish i had never been born but life is scary too anyway if things dont get better in the next 5 years then i fucking quit or maybe i ll pussy out like the pathetic piece of shit coward i am i dont know ,Potential Suicide post 
"Itâs been nearly three years, but I still feel that Kylo/Ben Solo doesnât deserve redemption. The man killed his owâ¦ https://t.co/a69qtrMkh7",Potential Suicide post 
- Iowa No. 2 in happy! Yea!,Not Suicide post
